schema_version,external_id,question_revision,lesson_id,lesson_code,subtopic_id,subtopic_code,secondary_subtopic_ids,question_type,stem,stem_locale,option_a,option_b,option_c,option_d,option_locale,correct_option,full_explanation,explanation_a,explanation_b,explanation_c,explanation_d,explanation_locale,misconception_a_id,misconception_b_id,misconception_c_id,misconception_d_id,difficulty,difficulty_score_initial,difficulty_model_version,status,source_type,source_ref,author_id,reviewer_id,tags,media_type,media_uri,media_alt_text,media_transcript,media_source_ref,taxonomy_version,question_type_catalogue_version,compatibility_version,distractor_rules_version,content_version
ADV-QB-SCHEMA-v1.0,GMP-ADV-B106-Q001,1,ADV-L23,ADV_COMPARISON,ADV-L23-ST01,ADV_L23_COMP_EQUALITY,,CLOZE_SINGLE,« Le nouveau laboratoire est ___ silencieux que l’ancien pendant les mesures. »,fr,aussi,autant,autant de,tel,fr,A,Il faut distinguer « comme / tel que » de « aussi… que » et des constructions quantitatives avec « autant ».,"Cette option respecte la distinction entre similitude, égalité qualitative et égalité quantitative.",La forme proposée ne respecte pas la catégorie grammaticale ou l’accord exigé par l’égalité/similitude.,La forme proposée ne respecte pas la catégorie grammaticale ou l’accord exigé par l’égalité/similitude.,La forme proposée ne respecte pas la catégorie grammaticale ou l’accord exigé par l’égalité/similitude.,fr,,ADV-L23-MC01,ADV-L23-MC01,ADV-L23-MC01,EASY,0.25,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED_ORIGINAL,ADV-L23:book-p142-p143:comp-equality,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L23|ADV_L23_COMP_EQUALITY|CLOZE_SINGLE,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B106-Q002,1,ADV-L23,ADV_COMPARISON,ADV-L23-ST01,ADV_L23_COMP_EQUALITY,,CLOZE_SINGLE,« Cette équipe dispose d’___ techniciens que l’équipe voisine. »,fr,aussi,autant de,autant,telle de,fr,B,Il faut distinguer « comme / tel que » de « aussi… que » et des constructions quantitatives avec « autant ».,La forme proposée ne respecte pas la catégorie grammaticale ou l’accord exigé par l’égalité/similitude.,"Cette option respecte la distinction entre similitude, égalité qualitative et égalité quantitative.",La forme proposée ne respecte pas la catégorie grammaticale ou l’accord exigé par l’égalité/similitude.,La forme proposée ne respecte pas la catégorie grammaticale ou l’accord exigé par l’égalité/similitude.,fr,ADV-L23-MC01,,ADV-L23-MC01,ADV-L23-MC01,EASY,0.25,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED_ORIGINAL,ADV-L23:book-p142-p143:comp-equality,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L23|ADV_L23_COMP_EQUALITY|CLOZE_SINGLE,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B106-Q003,1,ADV-L23,ADV_COMPARISON,ADV-L23-ST01,ADV_L23_COMP_EQUALITY,,CLOZE_SINGLE,"« Depuis la réorganisation, Léa travaille ___ que son collègue du matin. »",fr,aussi de,tellement de,autant,telle,fr,C,Il faut distinguer « comme / tel que » de « aussi… que » et des constructions quantitatives avec « autant ».,La forme proposée ne respecte pas la catégorie grammaticale ou l’accord exigé par l’égalité/similitude.,La forme proposée ne respecte pas la catégorie grammaticale ou l’accord exigé par l’égalité/similitude.,"Cette option respecte la distinction entre similitude, égalité qualitative et égalité quantitative.",La forme proposée ne respecte pas la catégorie grammaticale ou l’accord exigé par l’égalité/similitude.,fr,ADV-L23-MC01,ADV-L23-MC01,,ADV-L23-MC01,MEDIUM,0.5,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED_ORIGINAL,ADV-L23:book-p142-p143:comp-equality,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L23|ADV_L23_COMP_EQUALITY|CLOZE_SINGLE,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B106-Q004,1,ADV-L23,ADV_COMPARISON,ADV-L23-ST01,ADV_L23_COMP_EQUALITY,,CLOZE_CONTEXT,Le nom repris est féminin pluriel : « Nous avons conservé les procédures ___ qu’elles avaient été validées avant l’audit. »,fr,tels,telle,tel,telles,fr,D,Il faut distinguer « comme / tel que » de « aussi… que » et des constructions quantitatives avec « autant ».,La forme proposée ne respecte pas la catégorie grammaticale ou l’accord exigé par l’égalité/similitude.,La forme proposée ne respecte pas la catégorie grammaticale ou l’accord exigé par l’égalité/similitude.,La forme proposée ne respecte pas la catégorie grammaticale ou l’accord exigé par l’égalité/similitude.,"Cette option respecte la distinction entre similitude, égalité qualitative et égalité quantitative.",fr,ADV-L23-MC01,ADV-L23-MC01,ADV-L23-MC01,,MEDIUM,0.5,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED_ORIGINAL,ADV-L23:book-p142-p143:comp-equality,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L23|ADV_L23_COMP_EQUALITY|CLOZE_CONTEXT,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B106-Q005,1,ADV-L23,ADV_COMPARISON,ADV-L23-ST01,ADV_L23_COMP_EQUALITY,,CLOZE_CONTEXT,Le résultat réel correspond exactement au scénario prévu : « La démonstration s’est déroulée ___ nous l’avions préparée. »,fr,comme,autant,aussi,plus de,fr,A,Il faut distinguer « comme / tel que » de « aussi… que » et des constructions quantitatives avec « autant ».,"Cette option respecte la distinction entre similitude, égalité qualitative et égalité quantitative.",La forme proposée ne respecte pas la catégorie grammaticale ou l’accord exigé par l’égalité/similitude.,La forme proposée ne respecte pas la catégorie grammaticale ou l’accord exigé par l’égalité/similitude.,La forme proposée ne respecte pas la catégorie grammaticale ou l’accord exigé par l’égalité/similitude.,fr,,ADV-L23-MC01,ADV-L23-MC01,ADV-L23-MC01,MEDIUM,0.5,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED_ORIGINAL,ADV-L23:book-p142-p143:comp-equality,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L23|ADV_L23_COMP_EQUALITY|CLOZE_CONTEXT,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B106-Q006,1,ADV-L23,ADV_COMPARISON,ADV-L23-ST01,ADV_L23_COMP_EQUALITY,,CORRECT_SENTENCE,Quelle phrase exprime correctement une égalité de qualité portant sur un adverbe ?,fr,Le second train circule autant rapidement que le premier.,Le second train circule aussi rapidement que le premier.,Le second train circule aussi de rapidement que le premier.,Le second train circule tel rapidement que le premier.,fr,B,Il faut distinguer « comme / tel que » de « aussi… que » et des constructions quantitatives avec « autant ».,« Autant » ne remplace pas « aussi » devant un adjectif ou un adverbe dans cette égalité qualitative.,"Cette option respecte la distinction entre similitude, égalité qualitative et égalité quantitative.",La forme proposée ne respecte pas la catégorie grammaticale ou l’accord exigé par l’égalité/similitude.,La forme proposée ne respecte pas la catégorie grammaticale ou l’accord exigé par l’égalité/similitude.,fr,ADV-L23-MC01,,ADV-L23-MC01,ADV-L23-MC01,MEDIUM,0.5,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED_ORIGINAL,ADV-L23:book-p142-p143:comp-equality,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L23|ADV_L23_COMP_EQUALITY|CORRECT_SENTENCE,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B106-Q007,1,ADV-L23,ADV_COMPARISON,ADV-L23-ST01,ADV_L23_COMP_EQUALITY,,CORRECT_SENTENCE,Quelle phrase compare correctement deux quantités nominales égales ?,fr,Le centre reçoit aussi demandes que l’an dernier.,Le centre reçoit autant demandes de l’an dernier.,Le centre reçoit autant de demandes que l’an dernier.,Le centre reçoit tel de demandes que l’an dernier.,fr,C,Il faut distinguer « comme / tel que » de « aussi… que » et des constructions quantitatives avec « autant ».,La forme proposée ne respecte pas la catégorie grammaticale ou l’accord exigé par l’égalité/similitude.,La forme proposée ne respecte pas la catégorie grammaticale ou l’accord exigé par l’égalité/similitude.,"Cette option respecte la distinction entre similitude, égalité qualitative et égalité quantitative.",La forme proposée ne respecte pas la catégorie grammaticale ou l’accord exigé par l’égalité/similitude.,fr,ADV-L23-MC01,ADV-L23-MC01,,ADV-L23-MC01,HARD,0.75,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED_ORIGINAL,ADV-L23:book-p142-p143:comp-equality,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L23|ADV_L23_COMP_EQUALITY|CORRECT_SENTENCE,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B106-Q008,1,ADV-L23,ADV_COMPARISON,ADV-L23-ST01,ADV_L23_COMP_EQUALITY,,INCORRECT_SENTENCE,Une seule phrase confond la construction de l’égalité qualitative avec celle de la quantité. Laquelle ?,fr,Cette solution est aussi stable que la précédente.,Cette solution demande autant de patience que la précédente.,Cette solution fonctionne autant que la précédente dans ce test.,Cette solution exige aussi de patience que la précédente.,fr,D,Il faut distinguer « comme / tel que » de « aussi… que » et des constructions quantitatives avec « autant ».,La forme proposée ne respecte pas la catégorie grammaticale ou l’accord exigé par l’égalité/similitude.,La forme proposée ne respecte pas la catégorie grammaticale ou l’accord exigé par l’égalité/similitude.,La forme proposée ne respecte pas la catégorie grammaticale ou l’accord exigé par l’égalité/similitude.,"Cette option respecte la distinction entre similitude, égalité qualitative et égalité quantitative.",fr,ADV-L23-MC01,ADV-L23-MC01,ADV-L23-MC01,,HARD,0.75,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED_ORIGINAL,ADV-L23:book-p142-p143:comp-equality,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L23|ADV_L23_COMP_EQUALITY|INCORRECT_SENTENCE,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B106-Q009,1,ADV-L23,ADV_COMPARISON,ADV-L23-ST01,ADV_L23_COMP_EQUALITY,,ERROR_LOCATION,"Dans « Le protocole / est autant précis / que celui du laboratoire voisin / pour cette mesure », quel segment doit être corrigé ?",fr,est autant précis,Le protocole,que celui du laboratoire voisin,pour cette mesure,fr,A,Il faut distinguer « comme / tel que » de « aussi… que » et des constructions quantitatives avec « autant ».,"Cette option respecte la distinction entre similitude, égalité qualitative et égalité quantitative.",La forme proposée ne respecte pas la catégorie grammaticale ou l’accord exigé par l’égalité/similitude.,La forme proposée ne respecte pas la catégorie grammaticale ou l’accord exigé par l’égalité/similitude.,La forme proposée ne respecte pas la catégorie grammaticale ou l’accord exigé par l’égalité/similitude.,fr,,ADV-L23-MC01,ADV-L23-MC01,ADV-L23-MC01,HARD,0.75,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED_ORIGINAL,ADV-L23:book-p142-p143:comp-equality,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L23|ADV_L23_COMP_EQUALITY|ERROR_LOCATION,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B106-Q010,1,ADV-L23,ADV_COMPARISON,ADV-L23-ST01,ADV_L23_COMP_EQUALITY,,REWRITE_EQUIV,Reformulez en exprimant une similitude exacte et en accordant « tel » avec « configuration » : « Nous avons retrouvé la configuration exactement comme nous l’avions laissée. »,fr,Nous avons retrouvé la configuration tel que nous l’avions laissée.,Nous avons retrouvé la configuration telle que nous l’avions laissée.,Nous avons retrouvé la configuration autant que nous l’avions laissée.,Nous avons retrouvé la configuration aussi de que nous l’avions laissée.,fr,B,Il faut distinguer « comme / tel que » de « aussi… que » et des constructions quantitatives avec « autant ».,La forme proposée ne respecte pas la catégorie grammaticale ou l’accord exigé par l’égalité/similitude.,"Cette option respecte la distinction entre similitude, égalité qualitative et égalité quantitative.",La forme proposée ne respecte pas la catégorie grammaticale ou l’accord exigé par l’égalité/similitude.,La forme proposée ne respecte pas la catégorie grammaticale ou l’accord exigé par l’égalité/similitude.,fr,ADV-L23-MC01,,ADV-L23-MC01,ADV-L23-MC01,VERY_HARD,0.95,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED_ORIGINAL,ADV-L23:book-p142-p143:comp-equality,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L23|ADV_L23_COMP_EQUALITY|REWRITE_EQUIV,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
