schema_version,external_id,question_revision,lesson_id,lesson_code,subtopic_id,subtopic_code,secondary_subtopic_ids,question_type,stem,stem_locale,option_a,option_b,option_c,option_d,option_locale,correct_option,full_explanation,explanation_a,explanation_b,explanation_c,explanation_d,explanation_locale,misconception_a_id,misconception_b_id,misconception_c_id,misconception_d_id,difficulty,difficulty_score_initial,difficulty_model_version,status,source_type,source_ref,author_id,reviewer_id,tags,media_type,media_uri,media_alt_text,media_transcript,media_source_ref,taxonomy_version,question_type_catalogue_version,compatibility_version,distractor_rules_version,content_version
ADV-QB-SCHEMA-v1.0,GMP-ADV-B115-Q001,1,ADV-L25,ADV_PURPOSE,ADV-L25-ST01,ADV_L25_PURPOSE_POS,,CLOZE_SINGLE,« Le laboratoire répète la mesure ___ les résultats puissent être comparés. »,fr,pour que,pour,de peur de,malgré,fr,A,"Le but peut être introduit par « pour que / afin que ». Le résultat souhaité étant possible mais non certain, la proposition se met au subjonctif. Avec deux buts coordonnés, le second peut être introduit seulement par « que ».",Cette option exprime correctement le but avec « pour que / afin que » et le subjonctif lorsque les sujets sont différents.,"La forme proposée ne respecte pas la construction du but : avec des sujets différents, « pour que / afin que » appellent le subjonctif.","La forme proposée ne respecte pas la construction du but : avec des sujets différents, « pour que / afin que » appellent le subjonctif.","La forme proposée ne respecte pas la construction du but : avec des sujets différents, « pour que / afin que » appellent le subjonctif.",fr,,ADV-L25-MC01,ADV-L25-MC01,ADV-L25-MC01,EASY,0.25,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED_ORIGINAL,ADV-L25:book-p152-p153:purpose-pos,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L25|ADV_L25_PURPOSE_POS|CLOZE_SINGLE,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B115-Q002,1,ADV-L25,ADV_PURPOSE,ADV-L25-ST01,ADV_L25_PURPOSE_POS,,CLOZE_CONTEXT,Deux sujets sont différents et le résultat est souhaité mais non certain : « La mairie prolonge l’accueil du soir ___ les habitants puissent déposer leur dossier après le travail. »,fr,afin de,afin que,de peur de,pour,fr,B,"Le but peut être introduit par « pour que / afin que ». Le résultat souhaité étant possible mais non certain, la proposition se met au subjonctif. Avec deux buts coordonnés, le second peut être introduit seulement par « que ».","La forme proposée ne respecte pas la construction du but : avec des sujets différents, « pour que / afin que » appellent le subjonctif.",Cette option exprime correctement le but avec « pour que / afin que » et le subjonctif lorsque les sujets sont différents.,"La forme proposée ne respecte pas la construction du but : avec des sujets différents, « pour que / afin que » appellent le subjonctif.","La forme proposée ne respecte pas la construction du but : avec des sujets différents, « pour que / afin que » appellent le subjonctif.",fr,ADV-L25-MC01,,ADV-L25-MC01,ADV-L25-MC01,EASY,0.25,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED_ORIGINAL,ADV-L25:book-p152-p153:purpose-pos,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L25|ADV_L25_PURPOSE_POS|CLOZE_CONTEXT,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B115-Q003,1,ADV-L25,ADV_PURPOSE,ADV-L25-ST01,ADV_L25_PURPOSE_POS,,CLOZE_CONTEXT,Complétez le second but sans répéter la conjonction complète : « Nous avons réservé une salle pour que chacun puisse s’asseoir et ___ les échanges restent audibles. »,fr,pour que,afin de,que,de,fr,C,"Le but peut être introduit par « pour que / afin que ». Le résultat souhaité étant possible mais non certain, la proposition se met au subjonctif. Avec deux buts coordonnés, le second peut être introduit seulement par « que ».","La forme proposée ne respecte pas la construction du but : avec des sujets différents, « pour que / afin que » appellent le subjonctif.","La forme proposée ne respecte pas la construction du but : avec des sujets différents, « pour que / afin que » appellent le subjonctif.",Cette option exprime correctement le but avec « pour que / afin que » et le subjonctif lorsque les sujets sont différents.,"La forme proposée ne respecte pas la construction du but : avec des sujets différents, « pour que / afin que » appellent le subjonctif.",fr,ADV-L25-MC01,ADV-L25-MC01,,ADV-L25-MC01,MEDIUM,0.5,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED_ORIGINAL,ADV-L25:book-p152-p153:purpose-pos,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L25|ADV_L25_PURPOSE_POS|CLOZE_CONTEXT,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B115-Q004,1,ADV-L25,ADV_PURPOSE,ADV-L25-ST01,ADV_L25_PURPOSE_POS,,CORRECT_SENTENCE,Quelle phrase exprime correctement un but avec deux sujets différents ?,fr,Le médecin a écrit les consignes pour que le patient peut les relire chez lui.,Le médecin a écrit les consignes pour le patient puisse les relire chez lui.,Le médecin a écrit les consignes afin de le patient les relire chez lui.,Le médecin a écrit les consignes pour que le patient puisse les relire chez lui.,fr,D,"Le but peut être introduit par « pour que / afin que ». Le résultat souhaité étant possible mais non certain, la proposition se met au subjonctif. Avec deux buts coordonnés, le second peut être introduit seulement par « que ».","La forme proposée ne respecte pas la construction du but : avec des sujets différents, « pour que / afin que » appellent le subjonctif.","La forme proposée ne respecte pas la construction du but : avec des sujets différents, « pour que / afin que » appellent le subjonctif.","La forme proposée ne respecte pas la construction du but : avec des sujets différents, « pour que / afin que » appellent le subjonctif.",Cette option exprime correctement le but avec « pour que / afin que » et le subjonctif lorsque les sujets sont différents.,fr,ADV-L25-MC01,ADV-L25-MC01,ADV-L25-MC01,,MEDIUM,0.5,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED_ORIGINAL,ADV-L25:book-p152-p153:purpose-pos,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L25|ADV_L25_PURPOSE_POS|CORRECT_SENTENCE,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B115-Q005,1,ADV-L25,ADV_PURPOSE,ADV-L25-ST01,ADV_L25_PURPOSE_POS,,CORRECT_SENTENCE,Deux buts dépendent de la même conjonction. Quelle formulation respecte la règle du second « que » ?,fr,Ils ont installé un auvent pour que les visiteurs attendent à l’abri et que l’entrée reste dégagée.,Ils ont installé un auvent pour que les visiteurs attendent à l’abri et pour l’entrée reste dégagée.,Ils ont installé un auvent pour les visiteurs attendent à l’abri et que l’entrée reste dégagée.,Ils ont installé un auvent afin de les visiteurs attendent à l’abri et que l’entrée reste dégagée.,fr,A,"Le but peut être introduit par « pour que / afin que ». Le résultat souhaité étant possible mais non certain, la proposition se met au subjonctif. Avec deux buts coordonnés, le second peut être introduit seulement par « que ».",Cette option exprime correctement le but avec « pour que / afin que » et le subjonctif lorsque les sujets sont différents.,"La forme proposée ne respecte pas la construction du but : avec des sujets différents, « pour que / afin que » appellent le subjonctif.","La forme proposée ne respecte pas la construction du but : avec des sujets différents, « pour que / afin que » appellent le subjonctif.","La forme proposée ne respecte pas la construction du but : avec des sujets différents, « pour que / afin que » appellent le subjonctif.",fr,,ADV-L25-MC01,ADV-L25-MC01,ADV-L25-MC01,MEDIUM,0.5,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED_ORIGINAL,ADV-L25:book-p152-p153:purpose-pos,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L25|ADV_L25_PURPOSE_POS|CORRECT_SENTENCE,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B115-Q006,1,ADV-L25,ADV_PURPOSE,ADV-L25-ST01,ADV_L25_PURPOSE_POS,,INCORRECT_SENTENCE,Une seule phrase emploie mal « pour que / afin que ». Laquelle ?,fr,Le centre ouvre plus tôt afin que les usagers puissent éviter l’heure de pointe.,Le centre ouvre plus tôt afin que les usagers peuvent éviter l’heure de pointe.,Nous avons déplacé l’écran pour que tout le monde le voie.,Elle a ralenti pour que son collègue puisse la rejoindre.,fr,B,"Le but peut être introduit par « pour que / afin que ». Le résultat souhaité étant possible mais non certain, la proposition se met au subjonctif. Avec deux buts coordonnés, le second peut être introduit seulement par « que ».","La forme proposée ne respecte pas la construction du but : avec des sujets différents, « pour que / afin que » appellent le subjonctif.",Cette option exprime correctement le but avec « pour que / afin que » et le subjonctif lorsque les sujets sont différents.,"La forme proposée ne respecte pas la construction du but : avec des sujets différents, « pour que / afin que » appellent le subjonctif.","La forme proposée ne respecte pas la construction du but : avec des sujets différents, « pour que / afin que » appellent le subjonctif.",fr,ADV-L25-MC01,,ADV-L25-MC01,ADV-L25-MC01,MEDIUM,0.5,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED_ORIGINAL,ADV-L25:book-p152-p153:purpose-pos,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L25|ADV_L25_PURPOSE_POS|INCORRECT_SENTENCE,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B115-Q007,1,ADV-L25,ADV_PURPOSE,ADV-L25-ST01,ADV_L25_PURPOSE_POS,,INCORRECT_SENTENCE,Dans quelle phrase le mode verbal ne convient-il pas au but exprimé ?,fr,Ils conserveront une copie pour que personne ne perde le document original.,On a laissé la lumière allumée afin que les techniciens puissent entrer sans difficulté.,Ils conserveront une copie pour que personne ne perd le document original.,Je vais répéter l’adresse pour que vous la notiez correctement.,fr,C,"Le but peut être introduit par « pour que / afin que ». Le résultat souhaité étant possible mais non certain, la proposition se met au subjonctif. Avec deux buts coordonnés, le second peut être introduit seulement par « que ».","La forme proposée ne respecte pas la construction du but : avec des sujets différents, « pour que / afin que » appellent le subjonctif.","La forme proposée ne respecte pas la construction du but : avec des sujets différents, « pour que / afin que » appellent le subjonctif.",Cette option exprime correctement le but avec « pour que / afin que » et le subjonctif lorsque les sujets sont différents.,"La forme proposée ne respecte pas la construction du but : avec des sujets différents, « pour que / afin que » appellent le subjonctif.",fr,ADV-L25-MC01,ADV-L25-MC01,,ADV-L25-MC01,HARD,0.75,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED_ORIGINAL,ADV-L25:book-p152-p153:purpose-pos,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L25|ADV_L25_PURPOSE_POS|INCORRECT_SENTENCE,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B115-Q008,1,ADV-L25,ADV_PURPOSE,ADV-L25-ST01,ADV_L25_PURPOSE_POS,,CONJUGATION,Complétez avec la forme correcte de « pouvoir » : « Nous avons agrandi le tableau pour que tous les participants ___ lire les chiffres. »,fr,peuvent,pourront,pouvaient,puissent,fr,D,"Le but peut être introduit par « pour que / afin que ». Le résultat souhaité étant possible mais non certain, la proposition se met au subjonctif. Avec deux buts coordonnés, le second peut être introduit seulement par « que ».","La forme proposée ne respecte pas la construction du but : avec des sujets différents, « pour que / afin que » appellent le subjonctif.","La forme proposée ne respecte pas la construction du but : avec des sujets différents, « pour que / afin que » appellent le subjonctif.","La forme proposée ne respecte pas la construction du but : avec des sujets différents, « pour que / afin que » appellent le subjonctif.",Cette option exprime correctement le but avec « pour que / afin que » et le subjonctif lorsque les sujets sont différents.,fr,ADV-L25-MC01,ADV-L25-MC01,ADV-L25-MC01,,HARD,0.75,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED_ORIGINAL,ADV-L25:book-p152-p153:purpose-pos,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L25|ADV_L25_PURPOSE_POS|CONJUGATION,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B115-Q009,1,ADV-L25,ADV_PURPOSE,ADV-L25-ST01,ADV_L25_PURPOSE_POS,,TENSE_CHOICE,Le but est présent et concerne un autre sujet : « Je ferme la fenêtre pour que le bruit ne ___ pas la réunion. »,fr,perturbe,perturbera,perturbait,a perturbé,fr,A,"Le but peut être introduit par « pour que / afin que ». Le résultat souhaité étant possible mais non certain, la proposition se met au subjonctif. Avec deux buts coordonnés, le second peut être introduit seulement par « que ».",Cette option exprime correctement le but avec « pour que / afin que » et le subjonctif lorsque les sujets sont différents.,"La forme proposée ne respecte pas la construction du but : avec des sujets différents, « pour que / afin que » appellent le subjonctif.","La forme proposée ne respecte pas la construction du but : avec des sujets différents, « pour que / afin que » appellent le subjonctif.","La forme proposée ne respecte pas la construction du but : avec des sujets différents, « pour que / afin que » appellent le subjonctif.",fr,,ADV-L25-MC01,ADV-L25-MC01,ADV-L25-MC01,HARD,0.75,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED_ORIGINAL,ADV-L25:book-p152-p153:purpose-pos,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L25|ADV_L25_PURPOSE_POS|TENSE_CHOICE,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B115-Q010,1,ADV-L25,ADV_PURPOSE,ADV-L25-ST01,ADV_L25_PURPOSE_POS,,TENSE_CHOICE,"Après un verbe au passé, le but reste introduit au subjonctif : « Elle a envoyé le plan afin que nous ___ préparer l’itinéraire. »",fr,pouvions,puissions,pourrons,avons pu,fr,B,"Le but peut être introduit par « pour que / afin que ». Le résultat souhaité étant possible mais non certain, la proposition se met au subjonctif. Avec deux buts coordonnés, le second peut être introduit seulement par « que ».","La forme proposée ne respecte pas la construction du but : avec des sujets différents, « pour que / afin que » appellent le subjonctif.",Cette option exprime correctement le but avec « pour que / afin que » et le subjonctif lorsque les sujets sont différents.,"La forme proposée ne respecte pas la construction du but : avec des sujets différents, « pour que / afin que » appellent le subjonctif.","La forme proposée ne respecte pas la construction du but : avec des sujets différents, « pour que / afin que » appellent le subjonctif.",fr,ADV-L25-MC01,,ADV-L25-MC01,ADV-L25-MC01,VERY_HARD,0.95,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED_ORIGINAL,ADV-L25:book-p152-p153:purpose-pos,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L25|ADV_L25_PURPOSE_POS|TENSE_CHOICE,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
