schema_version,external_id,question_revision,lesson_id,lesson_code,subtopic_id,subtopic_code,secondary_subtopic_ids,question_type,stem,stem_locale,option_a,option_b,option_c,option_d,option_locale,correct_option,full_explanation,explanation_a,explanation_b,explanation_c,explanation_d,explanation_locale,misconception_a_id,misconception_b_id,misconception_c_id,misconception_d_id,difficulty,difficulty_score_initial,difficulty_model_version,status,source_type,source_ref,author_id,reviewer_id,tags,media_type,media_uri,media_alt_text,media_transcript,media_source_ref,taxonomy_version,question_type_catalogue_version,compatibility_version,distractor_rules_version,content_version
ADV-QB-SCHEMA-v1.0,GMP-ADV-B067-Q001,1,ADV-L15,ADV_ADVERBS,ADV-L15-ST01,ADV_L15_ADV_FUNCTIONS,,CLOZE_SINGLE,Complétez : « La technicienne répond ___ aux demandes urgentes. » On veut préciser la manière dont elle répond.,fr,vite,très,hier,ailleurs,fr,A,« vite » est un adverbe de manière : il modifie ici le verbe « répond ».,« vite » est un adverbe de manière : il modifie ici le verbe « répond ».,« très » est surtout un adverbe d’intensité et ne convient pas seul après « répond » dans ce sens.,"« hier » exprime le temps, pas la manière.",« ailleurs » exprime le lieu.,fa,,ADV-L15-MC01,ADV-L15-MC01,ADV-L15-MC01,EASY,0.25,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED,ADV-L15:book-p096-p097:adv-functions,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L15|ADV_L15_ADV_FUNCTIONS|CLOZE_SINGLE,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B067-Q002,1,ADV-L15,ADV_ADVERBS,ADV-L15-ST01,ADV_L15_ADV_FUNCTIONS,,CLOZE_SINGLE,"Dans « Le dossier est ___ complet pour être transmis », quel adverbe marque une intensité suffisante ?",fr,demain,assez,ici,ainsi,fr,B,« assez » peut exprimer une quantité ou un degré suffisant et modifie ici l’adjectif « complet ».,« demain » est temporel.,« assez » peut exprimer une quantité ou un degré suffisant et modifie ici l’adjectif « complet ».,« ici » est locatif.,« ainsi » exprime plutôt la manière ou l’enchaînement.,fa,ADV-L15-MC01,,ADV-L15-MC01,ADV-L15-MC01,MEDIUM,0.50,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED,ADV-L15:book-p096-p097:adv-functions,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L15|ADV_L15_ADV_FUNCTIONS|CLOZE_SINGLE,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B067-Q003,1,ADV-L15,ADV_ADVERBS,ADV-L15-ST01,ADV_L15_ADV_FUNCTIONS,,CORRECT_SENTENCE,Quelle phrase montre un adverbe qui modifie un autre adverbe ?,fr,Le stagiaire a répondu calmement.,Le stagiaire est très calme.,Le stagiaire a répondu très calmement.,"Malheureusement, le stagiaire est parti.",fr,C,"Dans « très calmement », « très » modifie l’adverbe « calmement » : c’est bien un adverbe qui porte sur un autre adverbe.",« calmement » modifie directement le verbe « a répondu ».,« très » modifie l’adjectif « calme ».,"Dans « très calmement », « très » modifie l’adverbe « calmement » : c’est bien un adverbe qui porte sur un autre adverbe.",« malheureusement » porte sur l’ensemble de la phrase.,fa,ADV-L15-MC01,ADV-L15-MC01,,ADV-L15-MC01,HARD,0.75,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED,ADV-L15:book-p096-p097:adv-functions,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L15|ADV_L15_ADV_FUNCTIONS|CORRECT_SENTENCE,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B067-Q004,1,ADV-L15,ADV_ADVERBS,ADV-L15-ST01,ADV_L15_ADV_FUNCTIONS,,INCORRECT_SENTENCE,Quelle analyse de l’adverbe en gras est incorrecte ?,fr,"Dans « Il parle **peu** », « peu » exprime la quantité.","Dans « Elle est **très** attentive », « très » exprime l’intensité.","Dans « Nous irons **ailleurs** », « ailleurs » exprime le lieu.","Dans « **Demain**, le bureau ouvrira à neuf heures », « demain » est un adverbe de lieu.",fr,D,"« demain » est un adverbe de temps, non de lieu.",« peu » indique bien une faible quantité/degré.,« très » renforce l’adjectif « attentive ».,« ailleurs » indique un autre lieu.,"« demain » est un adverbe de temps, non de lieu.",fa,ADV-L15-MC01,ADV-L15-MC01,ADV-L15-MC01,,MEDIUM,0.50,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED,ADV-L15:book-p096-p097:adv-functions,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L15|ADV_L15_ADV_FUNCTIONS|INCORRECT_SENTENCE,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B067-Q005,1,ADV-L15,ADV_ADVERBS,ADV-L15-ST01,ADV_L15_ADV_FUNCTIONS,,INCORRECT_SENTENCE,Quelle phrase emploie mal le mot proposé comme adverbe d’affirmation ?,fr,"— Tu n’as pas reçu mon message ? — Oui, je l’ai reçu.",— Tu viens demain ? — Oui.,"— Tu n’as pas reçu mon message ? — Si, je l’ai reçu.","— Elle sera présente ? — Oui, normalement.",fr,A,"Pour contredire une question ou affirmation négative en français, on emploie « si », pas « oui » dans la réponse corrective attendue.","Pour contredire une question ou affirmation négative en français, on emploie « si », pas « oui » dans la réponse corrective attendue.",« oui » convient à une question affirmative.,« si » sert précisément à contredire la négation.,« oui » affirme la réponse et « normalement » apporte une modalité.,fa,,ADV-L15-MC01,ADV-L15-MC01,ADV-L15-MC01,VERY_HARD,1.00,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED,ADV-L15:book-p096-p097:adv-functions,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L15|ADV_L15_ADV_FUNCTIONS|INCORRECT_SENTENCE,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B067-Q006,1,ADV-L15,ADV_ADVERBS,ADV-L15-ST01,ADV_L15_ADV_FUNCTIONS,,FR_TO_FA,"Choisissez la traduction persane la plus fidèle de « Elle travaille beaucoup, mais elle sort rarement. »",fr,او سریع کار می‌کند، اما هرگز بیرون نمی‌رود.,او زیاد کار می‌کند، اما به‌ندرت بیرون می‌رود.,او خیلی خوب کار می‌کند، اما دیر بیرون می‌رود.,او کم کار می‌کند، اما اغلب بیرون می‌رود.,fa,B,« beaucoup » exprime une grande quantité/fréquence de travail et « rarement » signifie « به‌ندرت ».,« vite » et « jamais » ne correspondent pas aux adverbes de la phrase.,« beaucoup » exprime une grande quantité/fréquence de travail et « rarement » signifie « به‌ندرت ».,« bien » et « tard » changent les deux valeurs.,Les deux adverbes sont inversés par rapport au sens original.,fa,ADV-L15-MC01,,ADV-L15-MC01,ADV-L15-MC01,EASY,0.25,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED,ADV-L15:book-p096-p097:adv-functions,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L15|ADV_L15_ADV_FUNCTIONS|FR_TO_FA,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B067-Q007,1,ADV-L15,ADV_ADVERBS,ADV-L15-ST01,ADV_L15_ADV_FUNCTIONS,,FA_TO_FR,بهترین ترجمه را انتخاب کنید: « او اینجا نمی‌ماند؛ جای دیگری منتظر می‌ماند. »,fa,Il ne reste jamais ; il attend hier.,Il reste beaucoup ici ; il attend dehors.,Il ne reste pas ici ; il attend ailleurs.,Il ne reste pas demain ; il attend assez.,fr,C,« ici » et « ailleurs » sont les adverbes de lieu correspondant à « اینجا » et « جای دیگری ».,« jamais » et « hier » expriment respectivement la fréquence/négation et le temps.,« beaucoup » et « dehors » ne traduisent pas l’opposition ici/ailleurs.,« ici » et « ailleurs » sont les adverbes de lieu correspondant à « اینجا » et « جای دیگری ».,« demain » et « assez » ne sont pas des adverbes de lieu adaptés.,fa,ADV-L15-MC01,ADV-L15-MC01,,ADV-L15-MC01,MEDIUM,0.50,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED,ADV-L15:book-p096-p097:adv-functions,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L15|ADV_L15_ADV_FUNCTIONS|FA_TO_FR,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B067-Q008,1,ADV-L15,ADV_ADVERBS,ADV-L15-ST01,ADV_L15_ADV_FUNCTIONS,,DIALOGUE_COMPLETE,"— Est-ce que vous avez ___ de chaises pour tous les participants ? — Oui, il en reste même deux.",fr,loin,bientôt,mal,assez,fr,D,« assez de + nom » exprime une quantité suffisante ; la réponse confirme qu’il y en a suffisamment.,« loin de chaises » ne correspond pas à la quantité recherchée.,« bientôt » exprime le temps.,« mal » exprime la manière et ne détermine pas « de chaises ».,« assez de + nom » exprime une quantité suffisante ; la réponse confirme qu’il y en a suffisamment.,fa,ADV-L15-MC01,ADV-L15-MC01,ADV-L15-MC01,,HARD,0.75,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED,ADV-L15:book-p096-p097:adv-functions,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L15|ADV_L15_ADV_FUNCTIONS|DIALOGUE_COMPLETE,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B067-Q009,1,ADV-L15,ADV_ADVERBS,ADV-L15-ST01,ADV_L15_ADV_FUNCTIONS,,REGISTER_CHOICE,"Dans un rapport neutre, quelle formulation emploie correctement un adverbe portant sur toute la phrase ?",fr,"Malheureusement, la livraison a été retardée.",La livraison a malheureusement de retard.,La livraison est malheureuse retardée.,La livraison a retardé malheureusementement.,fr,A,"Placée en tête, « malheureusement » exprime le jugement du locuteur sur l’ensemble du fait annoncé.","Placée en tête, « malheureusement » exprime le jugement du locuteur sur l’ensemble du fait annoncé.",« malheureusement » ne se construit pas avec « de retard » de cette façon.,L’adjectif « malheureuse » ne remplit pas le rôle adverbial demandé.,« malheureusementement » n’existe pas.,fa,,ADV-L15-MC01,ADV-L15-MC01,ADV-L15-MC01,MEDIUM,0.50,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED,ADV-L15:book-p096-p097:adv-functions,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L15|ADV_L15_ADV_FUNCTIONS|REGISTER_CHOICE,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B067-Q010,1,ADV-L15,ADV_ADVERBS,ADV-L15-ST01,ADV_L15_ADV_FUNCTIONS,,CONTRAST_RULES,Quelle opposition de fonction est correctement décrite ?,fr,"Dans les deux phrases, « très » modifie uniquement le verbe.","Dans « Il est très patient », « très » modifie un adjectif ; dans « Il répond très patiemment », « très » modifie un adverbe.","Dans la première phrase, « très » est un adverbe de lieu ; dans la seconde, de temps.","Dans la première phrase, « très » est un adjectif ; dans la seconde, un nom.",fr,B,Un adverbe ne modifie pas seulement un verbe : « très » peut intensifier un adjectif ou un autre adverbe.,La portée de « très » est différente dans les deux phrases.,Un adverbe ne modifie pas seulement un verbe : « très » peut intensifier un adjectif ou un autre adverbe.,« très » n’exprime ni le lieu ni le temps ici.,« très » reste un adverbe dans les deux emplois.,fa,ADV-L15-MC01,,ADV-L15-MC01,ADV-L15-MC01,HARD,0.75,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED,ADV-L15:book-p096-p097:adv-functions,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L15|ADV_L15_ADV_FUNCTIONS|CONTRAST_RULES,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
